Aishe_Code,Name,State,District,Website,Year_Of_Establishment,Location,Slug
U-1169,DEV BHOOMI UTTARAKHAND UNIVERSITY,Uttarakhand,Dehradun,dbuu.ac.in,2021,Rural,dbuu
U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",Uttarakhand,Tehri Garhwal,www.sdsuv.ac.in,2011,Rural,sdsuv
U-0824,Sanskriti University,Uttar Pradesh,Mathura,www.sanskriti.edu.in,2016,Urban,sanskriti
U-0801,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, LUCKNOW",Uttar Pradesh,Lucknow,www.iiitl.ac.in,2014,Urban,iiitl
U-1362,JSS University,Uttar Pradesh,Gautam Buddha Nagar,www.jssuninoida.edu.in,-,Urban,jssuninoida
U-0731,"SHOBHIT UNIVERSITY, GANGOH",Uttar Pradesh,Saharanpur,www.sug.ac.in,2012,Rural,sug
U-0864,HARCOURT BUTLER TECHNICAL UNIVERSITY,Uttar Pradesh,Kanpur Nagar,www.hbtu.ac.in,1921,Urban,hbtu
U-0497,"Amity University, Uttar Pradesh",Uttar Pradesh,Gautam Buddha Nagar,auup.amity.edu,2005,Urban,auup
U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",Uttar Pradesh,Lucknow,www.aktu.ac.in,2000,Urban,aktu
U-0521,"Jagadguru Rambhadracharya Divyang State University, Chitrakoot",Uttar Pradesh,Chitrakoot,www.jrdu.ac.in,2001,Rural,jrdu
U-0882,"UTTAR PRADESH UNIVERSITY OF MEDICAL SCIENCES,",Uttar Pradesh,Etawah,www.upums.ac.in,2005,Rural,upums
U-1368,"HRIT University, Ghaziabad",Uttar Pradesh,Ghaziabad,www.hrituniversity.edu.in,-,Rural,hrituniversity
U-0611,"Shri Venkateshwara University, Gajraula, J.P Nagar",Uttar Pradesh,Amroha,svu.edu.in,2010,Rural,svu
U-1040,ERA UNIVERSITY,Uttar Pradesh,Lucknow,www.erauniversity.in,2016,Urban,erauniversity
U-0952,MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,Uttar Pradesh,Lucknow,www.muit.in,2001,Urban,muit
U-0523,KING GEORGE MEDICAL UNIVERSITY,Uttar Pradesh,Lucknow,www.kgmu.org,1905,Urban,kgmu
U-0889,IIMT University,Uttar Pradesh,Meerut,www.iimtu.edu.in,2016,Urban,iimtu
U-1008,INDIAN INSTITUTE OF MANAGEMENT LUCKNOW,Uttar Pradesh,Lucknow,www.iiml.ac.in,1984,Urban,iiml
U-1375,SKS International University,Uttar Pradesh,Mathura,www.sksinternationaluniversity.ac.in,-,Urban,sksinternationaluniversity
U-0543,"Swami Vivekanand Subharti University, Meerut",Uttar Pradesh,Meerut,www.subharti.org,1996,Urban,subharti
U-0531,"Acharya Narendra Deva University of Agriculture & Technology, Ayodhya",Uttar Pradesh,Ayodhya,www.nduat.org,1975,Rural,nduat
U-0524,UNIVERSITY OF LUCKNOW,Uttar Pradesh,Lucknow,www.lkouniv.ac.in,1867,Urban,lkouniv
U-1376,Dr. Rajendra Prasad National Law University,Uttar Pradesh,Prayagraj,www.rpnlup.ac.in,-,Urban,rpnlup
U-1196,MAHAYOGI GORAKHNATH UNIVERSITY GORAKHPUR,Uttar Pradesh,Gorakhpur,www.mgug.ac.in,2021,Rural,mgug
U-0532,"Nehru Gram Bharati (Deemed to be University), Prayagraj",Uttar Pradesh,Prayagraj,www.ngbv.ac.in,1996,Rural,ngbv
U-1092,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS), RAEBARELI",Uttar Pradesh,Rae Bareli,www.aiimsrbl.edu.in,2013,Rural,aiimsrbl
U-1378,Saroj International University,Uttar Pradesh,Lucknow,,-,Urban,sarintuni
U-0707,"BANDA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY, BANDA",Uttar Pradesh,Banda,www.buat.edu.in,2010,Urban,buat
U-1117,RAJIV GANDHI NATIONAL AVIATION UNIVERSITY,Uttar Pradesh,Amethi,www.rgnau.ac.in,2013,Rural,rgnau
U-0547,KHWAJA MOINUDDIN CHISHTI BHASHA VISHWAVIDYALAYA LUCKNOW,Uttar Pradesh,Lucknow,www.kmclu.ac.in,2009,Urban,kmclu
U-0512,DR SHAKUNTALA MISRA NATIONAL REHABILITATION UNIVERSITY,Uttar Pradesh,Lucknow,dsmru.up.nic.in,2008,Urban,dsmru
U-0508,"Deen Dayal Upadhyaya Gorakhpur University, Gorakhpur",Uttar Pradesh,Gorakhpur,www.ddugu.ac.in,1956,Urban,ddugu
U-0644,MONAD UNIVERSITY,Uttar Pradesh,Hapur,monad.edu.in,2010,Rural,monad
U-0643,GALGOTIAS UNIVERSITY,Uttar Pradesh,Gautam Buddha Nagar,www.galgotiasuniversity.edu.in,2011,Urban,galgotiasuniversity
U-1379,Sharda University Agra,Uttar Pradesh,Agra,,-,Urban,shauniagr
U-0550,"Veer Bahadur Singh Purvanchal University, Jaunpur",Uttar Pradesh,Jaunpur,www.vbspu.ac.in,1987,Rural,vbspu
U-0540,"Sardar Vallabh Bhai Patel University of Agriculture & Technology, Meerut",Uttar Pradesh,Meerut,svpuat.edu.in,2000,Rural,svpuat
U-0537,"Sampurnanand Sanskrit Vishwavidyalaya,  Varanasi",Uttar Pradesh,Varanasi,ssvv.ac.in,1958,Urban,ssvv
U-0527,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi",Uttar Pradesh,Varanasi,www.mgkvp.ac.in,1921,Urban,mgkvp
U-0514,"Gautam Buddha University, Greater Noida, Gautam Budh Nagar",Uttar Pradesh,Gautam Buddha Nagar,www.gbu.ac.in,2002,Urban,gbu1
U-0511,"Dr. Ram Manohar Lohiya National Law University, Lucknow",Uttar Pradesh,Lucknow,www.rmlnlu.ac.in,2005,Urban,rmlnlu
U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",Uttar Pradesh,Ayodhya,www.rmlau.ac.in,1975,Urban,rmlau
U-1380,G S University,Uttar Pradesh,Hapur,gsuniversity.ac.in,-,Urban,gsuniversity
U-0509,"Dr. B. R. Ambedkar University, Agra",Uttar Pradesh,Agra,WWW.DBRAU.AC.IN,1927,Urban,dbrau
U-0505,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Uttar Pradesh,Kanpur Nagar,www.csjmu.ac.in,1966,Urban,csjmu
U-0504,"Chandra Shekhar Azad University of Agriculture & Technology, Kanpur",Uttar Pradesh,Kanpur Nagar,www.csauk.ac.in,1906,Urban,csauk
U-0502,"Bundelkhand University,  Jhansi",Uttar Pradesh,Jhansi,www.bujhansi.ac.in,1975,Urban,bujhansi
U-1180,ALL INDIA INSTITUTE OF MEDICAL SCIENCE GORAKHPUR,Uttar Pradesh,Gorakhpur,aiimsgorakhpur.edu.in,2019,Urban,aiimsgorakhpur
U-0516,"Indian Institute of Information Technology, Allahabad",Uttar Pradesh,Prayagraj,www.iiita.ac.in,1999,Rural,iiita
U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",Uttar Pradesh,Prayagraj,www.prsuniv.ac.in,2016,Urban,prsuniv
U-0645,GLOCAL UNIVERSITY,Uttar Pradesh,Saharanpur,www.glocaluniversity.edu.in,2012,Rural,glocaluniversity
U-0506,"Chaudhary Charan Singh University, Meerut",Uttar Pradesh,Meerut,www.ccsuniversity.ac.in,1965,Urban,ccsuniversity
U-1205,ATAL BIHARI VAJPAYEE MEDICAL UNIVERSITY,Uttar Pradesh,Lucknow,www.abvmuup.edu.in,2018,Urban,abvmuup
U-0642,SHIV NADAR (INSTITUTION OF EMINENCE DEEMED TO BE UNIVERSITY),Uttar Pradesh,Gautam Buddha Nagar,www.snu.edu.in,2011,Rural,snu
U-0539,"Santosh University, Ghaziabad",Uttar Pradesh,Ghaziabad,www.santosh.ac.in,1995,Urban,santosh
U-1213,MAA SHAKUMBHARI UNIVERSITY,Uttar Pradesh,Saharanpur,msuniversity.ac.in,2021,Rural,msuniversity
U-1214,UNITED UNIVERSITY,Uttar Pradesh,Prayagraj,WWW.UNITEDUNIVERSITY.EDU.IN,2021,Urban,uniteduniversity
U-0538,"Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow",Uttar Pradesh,Lucknow,www.sgpgims.org.in,1983,Urban,sgpgims
U-0536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",Uttar Pradesh,Prayagraj,shiats.edu.in,1910,Urban,shiats
U-1219,IILM UNIVERSITY,Uttar Pradesh,Gautam Buddha Nagar,iilm.ac.in,-,Urban,iilm1
U-0534,"UP Pandit Deen Dayal Upadhyaya Veterinary University & Gau-Anusandhan Sansthan, Mathura",Uttar Pradesh,Mathura,www.upvetuniv.edu.in,1947,Urban,upvetuniv
U-0533,Noida International University,Uttar Pradesh,Gautam Buddha Nagar,niu.edu.in,2010,Urban,niu
U-0529,"Mohammad Ali Jauhar University, Rampur",Uttar Pradesh,Rampur,www.jauharuniversity.edu.in,2005,Rural,jauharuniversity
U-0528,"Mangalayatan University, Aligarh",Uttar Pradesh,Aligarh,www.mangalayatan.in,2006,Rural,mangalayatan1
U-1382,Chandigarh University,Uttar Pradesh,Unnao,www.culko.in,-,Rural,culko
U-0713,ACADEMY OF SCIENTIFIC AND INNOVATIVE RESEARCH,Uttar Pradesh,Ghaziabad,acsir.res.in,2011,Urban,acsir
U-0520,"Invertis University, Bareily",Uttar Pradesh,Bareilly,www.invertisuniversity.ac.in,1998,Rural,invertisuniversity
U-1200,Dr Ram Manohar Lohia Institute of Medical Sciences,Uttar Pradesh,Lucknow,www.drrmlims.ac.in,2006,Urban,drrmlims
U-0519,"Integral University, Lucknow",Uttar Pradesh,Lucknow,www.iul.ac.in,1998,Urban,iul
U-0518,"Indian Veterinary Research Institute, Izatnagar",Uttar Pradesh,Bareilly,www.ivri.nic.in,1889,Urban,ivri
U-0501,Bhatkhande Sanskriti Vishwavidyalaya,Uttar Pradesh,Lucknow,www.bhatkhandeuniversity.ac.in,1926,Urban,bhatkhandeuniversity
U-0517,"Indian Institute of Technology, Kanpur",Uttar Pradesh,Kanpur Nagar,www.iitk.ac.in,1959,Urban,iitk
U-1220,RAJA MAHENDRA PRATAP SINGH UNIVERSITY,Uttar Pradesh,Aligarh,www.rmpssu.org,2021,Urban,rmpssu
U-0515,"IFTM University, Moradabad",Uttar Pradesh,Moradabad,www.iftmuniversity.ac.in,1996,Rural,iftmuniversity
U-0513,"G.L.A University, Mathura",Uttar Pradesh,Mathura,www.gla.ac.in,1998,Rural,gla
U-0507,"Dayalbagh Educational Institute, Agra",Uttar Pradesh,Agra,www.dei.ac.in,1947,Urban,dei
U-1385,Vidya University,Uttar Pradesh,Meerut,vidya.edu.in,-,Urban,vidya
U-0503,"Central Institute of Higher Tibetan Studies, Varanasi",Uttar Pradesh,Varanasi,cihts.ac.in,1967,Urban,cihts
U-0500,"Banaras Hindu University, Banaras",Uttar Pradesh,Varanasi,www.bhu.ac.in,1916,Urban,bhu
U-0499,"Babu Banarsi Das University, Lucknow",Uttar Pradesh,Lucknow,www.bbdu.ac.in,2010,Urban,bbdu
U-0496,"Aligarh Muslim University, Aligarh",Uttar Pradesh,Aligarh,www.amu.ac.in,1875,Urban,amu
U-1198,Rani Lakshmi Bai Central Agricultural University,Uttar Pradesh,Jhansi,www.rlbcau.ac.in,2014,Rural,rlbcau
U-1265,Maharaja Suhel Dev State University,Uttar Pradesh,Azamgarh,www.msdsu.ac.in,-,Rural,msdsu
U-1270,MAHAYOGI GURU GORAKHNATH AYUSH UNIVERSITY,Uttar Pradesh,Gorakhpur,www.mggaugkp.ac.in,-,Rural,mggaugkp
U-1271,AGRAWAN HERITAGE UNIVERSITY,Uttar Pradesh,Agra,www.ahu.ac.in,-,Rural,ahu
U-1272,SDGI GLOBAL UNIVERSITY,Uttar Pradesh,Ghaziabad,www.sgu.edu.in,-,Urban,sgu
U-1273,K M KRISHNA MOHAN UNIVERSITY,Uttar Pradesh,Mathura,www.kmu.edu.in ,-,Urban,kmu
U-0535,"Rajiv Gandhi Institute of Petroleum Technology, Amethi",Uttar Pradesh,Amethi,www.rgipt.ac.in,2007,Rural,rgipt
U-1390,Vivek University,Uttar Pradesh,Bijnor,,-,Urban,vivuni
U-0498,"Babasaheb Bhimrao Ambedkar University, Lucknow",Uttar Pradesh,Lucknow,www.bbau.ac.in ,1994,Urban,bbau
U-0530,"Motilal Nehru National Institute of Technology, Allahabad",Uttar Pradesh,Prayagraj,www.mnnit.ac.in,1961,Urban,mnnit
U-0809,J S University,Uttar Pradesh,Firozabad,www.jsu.ac.in,2015,Rural,jsu
U-0808,RAMA UNIVERSITY UTTAR PRADESH,Uttar Pradesh,Kanpur Nagar,www.ramauniversity.ac.in,2014,Rural,ramauniversity
U-1319,T S Mishra University,Uttar Pradesh,Lucknow,www.tsm.edu.in,-,Urban,tsm
U-0548,"University of Allahabad, Allahabad",Uttar Pradesh,Prayagraj,www.allduniv.ac.in,1887,Urban,allduniv
U-0546,"U.P. Rajarshi Tandon Open University, Allahabad",Uttar Pradesh,Prayagraj,www.uprtou.ac.in,1999,Urban,uprtou
U-1327,Mahaveer University,Uttar Pradesh,Meerut,www.mvu.edu.in,-,Urban,mvu
U-0544,"Teerthanker Mahaveer University, Moradabad",Uttar Pradesh,Moradabad,www.tmu.ac.in,2008,Rural,tmu
U-0541,"Sharda University, Gautam Budh Nagar",Uttar Pradesh,Gautam Buddha Nagar,www.sharda.ac.in,2009,Urban,sharda
U-0753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,Uttar Pradesh,Bara Banki,www.srmu.ac.in,2012,Rural,srmu
U-1398,Major Dhyan Chand Sports University,Uttar Pradesh,Meerut,,-,Rural,majdhycha
U-1342,Major S D Singh University,Uttar Pradesh,Farrukhabad,www.msds.ac.in,-,Rural,msds
U-1346,FS University,Uttar Pradesh,Firozabad,fsu.edu.in,-,Urban,fsu
U-1348,Varun Arjun University,Uttar Pradesh,Shahjahanpur,www.vau.edu.in,-,Rural,vau
U-0898,Footwear Design and Development Institute,Uttar Pradesh,Gautam Buddha Nagar,www.fddiindia.com,1986,Urban,fddiindia
U-0897,"Bareilly International University, Bareilly",Uttar Pradesh,Bareilly,www.biu.edu.in,2016,Urban,biu
U-0890,"Bennett University, Greater Noida",Uttar Pradesh,Gautam Buddha Nagar,www.bennett.edu.in,2016,Urban,bennett
U-1354,Future University,Uttar Pradesh,Bareilly,,-,Urban,futuni
U-1061,JANNAYAK CHANDRASHEKHAR UNIVERSITY BALLIA,Uttar Pradesh,Ballia,www.jncu.ac.in,2016,Rural,jncu
U-0848,"SIDDHARTH UNIVERSITY, KAPILVASTU",Uttar Pradesh,Siddharthnagar,www.suksn.edu.in,2015,Rural,suksn
U-0525,"Mahatama Jyotiba Phule Rohikhand University, Bareilly",Uttar Pradesh,Bareilly,www.mjpru.ac.in,1975,Urban,mjpru
U-0522,"Jaypee Institute of Information Technology, Noida",Uttar Pradesh,Gautam Buddha Nagar,www.jiit.ac.in,2001,Urban,jiit
U-0701,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Uttar Pradesh,Varanasi,www.iitbhu.ac.in,2012,Urban,iitbhu
U-0792,"JAYPEE UNIVERSITY, ANOOPSHAHR",Uttar Pradesh,Bulandshahr,www.jaypeeu.ac.in,2014,Rural,jaypeeu
U-0739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",Uttar Pradesh,Gorakhpur,www.mmmut.ac.in,1962,Urban,mmmut
U-0542,"Shobhit Institute of Engineering & Technology, Meerut",Uttar Pradesh,Meerut,www.shobhituniversity.ac.in,2000,Urban,shobhituniversity
U-0577,"National Institute of Technology, Durgapur",West Bengal,Purba Bardhaman,www.nitdgp.ac.in,1960,Urban,nitdgp
U-0865,"TECHNO INDIA UNIVERSITY, WEST BENGAL",West Bengal,Kolkata,www.technoindiauniversity.ac.in,2012,Urban,technoindiauniversity
U-0866,THE NEOTIA UNIVERSITY,West Bengal,South 24 Parganas,www.tnu.in,2014,Rural,tnu
U-1150,MAHATMA GANDHI UNIVERSITY,West Bengal,Purba Medinipur,www.mguwb.org.in,2017,Rural,mguwb
U-1172,HARICHAND GURUCHAND UNIVERSITY,West Bengal,North 24 Parganas,www.harichandguruchanduniversity.ac.in,2019,Rural,harichandguruchanduniversity
U-1171,DAKSHIN DINAJPUR UNIVERSITY,West Bengal,Dakshin Dinajpur,dduniv.ac.in,2021,Rural,dduniv
U-0823,"UNIVERSITY OF ENGINEERING AND MANAGEMENT, KOLKATA",West Bengal,North 24 Parganas,www.uem.edu.in,2014,Urban,uem
U-1168,HINDI UNIVERSITY,West Bengal,Howrah,www.hindiuniv.ac.in,2020,Urban,hindiuniv
U-1166,KANYASHREE UNIVERSITY,West Bengal,Nadia,www.kanyashreeuniversity.ac.in,2019,Rural,kanyashreeuniversity
U-0584,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",West Bengal,Howrah,www.iiests.ac.in,1856,Urban,iiests
U-1165,MURSHIDABAD UNIVERSITY,West Bengal,Murshidabad,www.msduniv.ac.in,2018,Urban,msduniv
U-0567,"Aliah University, Kolkata",West Bengal,Kolkata,www.aliah.ac.in,1880,Urban,aliah
U-0568,"Bidhan Chandra Krishi Vishwavidyalaya , Nadia",West Bengal,Nadia,www.bckv.edu.in,1960,Rural,bckv
U-0570,"Calcutta University, Kolkata",West Bengal,Kolkata,www.caluniv.ac.in,1857,Urban,caluniv
U-0796,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KALYANI",West Bengal,Nadia,www.iiitkalyani.ac.in,2014,Urban,iiitkalyani
U-1144,SADHU RAM CHAND MURMU UNIVERSITY OF JHARGRAM,West Bengal,Jhargram,www.srcmujhargram.ac.in,2018,Rural,srcmujhargram
U-0575,"Jadavpur University, Kolkata",West Bengal,South 24 Parganas,jadavpuruniversity.in ,1905,Urban,jadavpuruniversity
U-0576,"Kalyani University, Kalyani",West Bengal,Nadia,www.klyuniv.ac.in,1960,Rural,klyuniv
U-0582,"Ramakrishna Mission Vivekananda Educational  and Research Institute, Howrah",West Bengal,Howrah,www.rkmvu.ac.in,2005,Urban,rkmvu
U-0768,DIAMOND HARBOUR WOMENS UNIVERSITY,West Bengal,South 24 Parganas,www.dhwu.ac.in,2012,Rural,dhwu
U-0579,"North Bengal University, Darjeeling",West Bengal,Darjeeling,www.nbu.ac.in,1962,Rural,nbu
U-0580,Presidency University,West Bengal,Kolkata,www.presiuniv.ac.in,1817,Urban,presiuniv
U-0772,"BANKURA UNIVERSITY, BANKURA",West Bengal,Bankura,www.bankurauniv.ac.in,2014,Rural,bankurauniv
U-0861,JIS UNIVERSITY,West Bengal,North 24 Parganas,www.jisuniversity.ac.in,2015,Urban,jisuniversity
U-0590,"WEST BENGAL STATE UNIVERSITY ( BARASAT, NORTH 24 PARGANAS)",West Bengal,North 24 Parganas,www.wbsu.ac.in,2008,Rural,wbsu
U-1227,DARJEELING HILLS UNIVERSITY,West Bengal,Darjeeling,www.dhuniv.in,2021,Rural,dhuniv
U-0859,THE SANSKRIT COLLEGE AND UNIVERSITY,West Bengal,Kolkata,www.sanskritcollegeanduniversity.org.in,1824,Urban,sanskritcollegeanduniversity
U-0778,SEACOM SKILLS UNIVERSITY,West Bengal,Birbhum,www.seacomskillsuniversity.org,2014,Rural,seacomskillsuniversity
U-0581,"Rabindra Bharati University, Kolkata",West Bengal,Kolkata,www.rbu.ac.in,1962,Urban,rbu
U-0573,"Indian Institute of Technology, Kharagpur",West Bengal,Paschim Medinipur,www.iitkgp.ac.in,1951,Rural,iitkgp
U-0857,ADAMAS UNIVERSITY,West Bengal,Kolkata,www.adamasuniversity.ac.in,2014,Rural,adamasuniversity
U-1095,RANI RASHMONI GREEN UNIVERSITY,West Bengal,Hooghly,rrgu.in,2018,Rural,rrgu
U-1086,SWAMI VIVEKANANDA UNIVERSITY,West Bengal,North 24 Parganas,www.swamivivekanandauniversity.ac.in,2019,Rural,swamivivekanandauniversity
U-1052,ALL INDIA INSTITUTE OF MEDICAL SCIENCE KALYANI,West Bengal,Nadia,www.aiimskalyani.edu.in,2019,Rural,aiimskalyani
U-1049,INDIAN ASSOCIATION FOR THE CULTIVATION OF SCIENCE,West Bengal,Kolkata,iacs.res.in,1876,Urban,iacs
U-0846,BRAINWARE UNIVERSITY,West Bengal,Kolkata,www.brainwareuniversity.ac.in,2016,Urban,brainwareuniversity
U-1019,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",West Bengal,South 24 Parganas,www.iimcal.ac.in,1961,Urban,iimcal
U-0592,"Maulana Abul Kalam Azad University of Technology, West Bengal",West Bengal,Nadia,makautwb.ac.in,2000,Rural,makautwb
U-0571,"University of Gour Banga, Malda",West Bengal,Malda,www.ugb.ac.in,2008,Urban,ugb
U-0578,"Netaji Subhash Open University, Kolkata",West Bengal,Kolkata,www.wbnsou.ac.in,1997,Urban,wbnsou
U-0583,Sidho-Kanho Birsa University,West Bengal,Purulia,www.skbu.ac.in,2010,Rural,skbu
U-0585,"The West Bengal National University of Juridicial Sciences, Kolkata",West Bengal,Kolkata,www.nujs.edu,1999,Urban,nujs
U-0586,"The West Bengal University of Health Sciences, Kolkata",West Bengal,North 24 Parganas,www.wbuhs.ac.in,2003,Urban,wbuhs
U-0587,"Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",West Bengal,Cooch Behar,www.ubkv.ac.in,1979,Rural,ubkv
U-0589,"Visva Bharati, Shantiniketan",West Bengal,Birbhum,www.visva-bharati.ac.in,1921,Rural,visvabharati
U-1330,National Institute of Technical Teachers Training and Research Kolkata,West Bengal,North 24 Parganas,www.nitttrkol.ac.in,-,Urban,nitttrkol
U-0779,AMITY UNIVERSITY,West Bengal,North 24 Parganas,www.amity.edu,2015,Rural,amity9
U-0766,Baba Saheb Ambedkar Education University,West Bengal,Kolkata,www.bsaeu.in,2015,Urban,bsaeu
U-0911,"ST. XAVIER'S UNIVERSITY, KOLKATA",West Bengal,North 24 Parganas,www.sxuk.edu.in,2017,Urban,sxuk
U-0588,"Vidyasagar University, Midnapore",West Bengal,Paschim Medinipur,www.vidyasagar.ac.in,1981,Urban,vidyasagar
U-1250,BISWA BANGLA BISWABIDYALAY,West Bengal,Birbhum,www.bbb.ac.in,-,Rural,bbb
U-0569,The University of Burdwan,West Bengal,Purba Bardhaman,www.buruniv.ac.in,1960,Rural,buruniv
U-0901,RAIGANJ UNIVERSITY,West Bengal,Uttar Dinajpur,www.raiganjuniversity.ac.in,2015,Urban,raiganjuniversity
U-0591,"West Bengal University of Animal and Fishery Sciences, Kolkata",West Bengal,Kolkata,www.wbuafscl.ac.in,1995,Urban,wbuafscl
U-1221,THE ALIPURDUAR UNIVERSITY,West Bengal,Alipurduar,www.alipurduaruniversity.ac.in,2020,Urban,alipurduaruniversity
U-0718,"KAZI NAZRUL UNIVERSITY, ASANSOL",West Bengal,Paschim Bardhaman,www.knu.ac.in,2012,Urban,knu1
U-0787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,West Bengal,Cooch Behar,www.cbpbu.ac.in,2012,Urban,cbpbu
U-0939,SISTER NIVEDITA UNIVERSITY,West Bengal,North 24 Parganas,www.snuniv.ac.in,2018,Urban,snuniv
U-0572,"Indian Institute of Science Education & Research (IISER), Kolkata,",West Bengal,Nadia,www.iiserkol.ac.in,2006,Urban,iiserkol
U-0574,"Indian Statistical Institute, Kolkata",West Bengal,North 24 Parganas,www.isical.ac.in,1931,Urban,isical
